Section,Item ID,Item,Previous status,Live verdict 2026-08-21,Evidence,LLM excluded?,Notes
M2 Acceptance,E2-S5,"Original story | Finance & Profitability | Approval posts to Xero, attaches source, records Xero ID; edit-approve captures before/after + actor in audit. | Module B post-to-Xero — ",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E2-S6,Original story | Finance & Profitability | Deterministic matches auto; non-deterministic surface in one Operator queue with confidence. | Module C Bank Reconciliation — reference-f,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E2-S7,"Original story | Finance & Profitability | Each Q1 edge case behaves per spec; arithmetic inconsistency flagged. | Finance edge-case handlers (VAT≠5% flag, out-of-period flag, recu",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S1,Original story | People & HR | Fields: Start Date · Manager · Department · Employment Type · Review Due · Risk Flag captured. | Form 1 (Manpower/Hiring Request) intake,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S2,Original story | People & HR | Accepting an offer spawns the full P1–P9 bundle with gate checklists. | Offer accepted → auto-create the 9-phase onboarding bundle,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S3,Original story | People & HR | Each phase blocked until its gate clears; documented in audit. Cites §1 HR gates. | GATE GATE — phase gates G1–G9: no phase advances unless its check,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S4,Original story | People & HR | Missing Day-1 access → Risk Flag=Yes automatically. | GATE GATE — Day-1 readiness sets risk_flag = Yes on missing equipment/access (G2),,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S5,"Original story | People & HR | Missed deadline auto-escalates to leadership without HR chasing; annual defaults to ""no change"" until reviewed. | GATE GATE — auto-escalation on miss",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S6,Original story | People & HR | Each outcome maps to a defined next state; no dead ends. | Probation outcome branching (Confirm → Active · PIP → Performance Improvement re-review → ,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S7,Original story | People & HR | Self-review + manager eval + meeting + decision documented before G5 clears. | Form 4 (Performance/Probation Review),,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S8,Original story | People & HR | Assets returned + access revoked + exit interview + final settlement approved before complete. | GATE GATE — exit clearance (G9): exit can't complete,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,E3-S9,Original story | People & HR | OS reads identity/salary/bank/leave; never writes Bayzat; synced_at feeds health signal. | Bayzat read-only sync → bayzat_employee_mirror (HR = recor,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,finance.workspace,Feature | Finance | Finance | Finance,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.core_hr,Feature | People | Core HR | Core HR,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.leave_attendance,Feature | People | Leave & attendance | Leave & attendance,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.talent,Feature | People | Talent | Talent,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.payroll,Feature | People | Payroll | Payroll,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.shifts_timesheets,Feature | People | Shifts & timesheets | Shifts & timesheets,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.workplace,Feature | People | Workplace | Workplace,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.benefits,Feature | People | Benefits | Benefits,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M2 Acceptance,people.digital_cards,Feature | People | Digital cards | Digital cards,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-GATE-001,"Acceptance demo | Milestone gate | BUAF, verified-email and margin gates block correctly; Won creates the handover pack; signed scope creates onboarding. | Commercial engine, resea",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-SYS-01,System | Complete system | Three acquisition lanes plus Tejari create traceable opportunities | Research and lead generation,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-SYS-02,System | Complete system | Eight states and six server-side gates control every transition | Commercial state machine,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-SYS-03,"System | Complete system | Verified email, approval, voice and no-auto-send rules are enforced | Outreach governance",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-SYS-04,"System | Complete system | Quote Builder is the pricing source and applies margin, VAT and authority rules | Pricing and proposal",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-SYS-05,"System | Complete system | Won/handover creates the seven-phase plan, RACI, templates and knowledge | Onboarding and immersion",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-TOOL-001,Tool / integration | External boundary | Company/contact discovery and intent | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,M3-TOOL-002,Tool / integration | External boundary | Verified-email waterfall | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,M3-TOOL-003,Tool / integration | External boundary | Secondary verification named in the plan | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,M3-TOOL-004,Tool / integration | External boundary | Government opportunity discovery | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,M3-TOOL-005,Tool / integration | External boundary | Approved email delivery | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-TOOL-006,Tool / integration | External boundary | Meetings and onboarding dates | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-TOOL-007,"Tool / integration | External boundary | Research, scoring and drafting | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-001,Live route | Frontend / routing | Authenticated production route behaves correctly: Pipeline | Pipeline,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-002,Live route | Frontend / routing | Authenticated production route behaves correctly: Companies | Companies,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-003,Live route | Frontend / routing | Authenticated production route behaves correctly: Contacts | Contacts,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-004,Live route | Frontend / routing | Authenticated production route behaves correctly: Activities | Activities,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-005,Live route | Frontend / routing | Authenticated production route behaves correctly: Deals | Deals,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-006,Live route | Frontend / routing | Authenticated production route behaves correctly: Sales tasks | Sales tasks,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-007,Live route | Frontend / routing | Authenticated production route behaves correctly: Commercial panel | Commercial panel,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-008,Live route | Frontend / routing | Authenticated production route behaves correctly: Outreach drafts | Outreach drafts,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-009,Live route | Frontend / routing | Authenticated production route behaves correctly: Inbound leads | Inbound leads,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-010,Live route | Frontend / routing | Authenticated production route behaves correctly: Email and calendar | Email and calendar,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-011,Live route | Frontend / routing | Authenticated production route behaves correctly: Legacy sales route | Legacy sales route,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-012,Live route | Frontend / routing | Authenticated production route behaves correctly: Legacy sales inbound | Legacy sales inbound,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-ROUTE-013,Live route | Frontend / routing | Authenticated production route behaves correctly: Legacy sales outreach | Legacy sales outreach,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,M3-API-001,"API / event | Backend contract | CRM, scoring, outreach and onboarding procedures | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-001,90-Day task | Deal pipeline (B1) | [BE] 8-state deal machine: Discover → Qualify → Engage → Scope → Propose → Price → Close → Handover | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-002,90-Day task | Deal pipeline (B1) | [BE] Win/Loss capture (Won / Lost / Cancelled / Postponed; 6-driver loss reason; won_because) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-003,"90-Day task | Deal pipeline (B1) | [FE] Pipeline board + deal detail (stage, BUAF, value, owner, next step) | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-004,90-Day task | Lead discovery & enrichment | [BE] 3 acquisition lanes (industry scanning · Apollo intent · relationship-led) + Tejari gov-RFP channel feeding the discovery queue | N,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-005,90-Day task | Lead discovery & enrichment | [Intg] Apollo connector: people/org search + intent signals → each company becomes a deal | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-006,90-Day task | Lead discovery & enrichment | [Intg] Apollo → Hunter verified-email waterfall (hard gate; NeverBounce verify) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-007,90-Day task | Lead discovery & enrichment | [BE] DATE-FIRST recency rule + No-Go filter (alcohol / tobacco / low-budget) at the gate | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-008,90-Day task | Lead discovery & enrichment | [FE/BE] hrmny lead-capture: website forms + landing pages → inbound deals (lead_source = Inbound) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-009,"90-Day task | Lead discovery & enrichment | [AI] hrmny content/brand engine: bilingual (EN/AR), on-voice content for hrmny's own channels | None",,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,PLAN-M3-010,90-Day task | Lead discovery & enrichment | [AI/BE] Nurture sequences (drip) for un-converted / cold leads → re-engage into the pipeline | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,PLAN-M3-011,90-Day task | Lead discovery & enrichment | [BE] Inbound → pipeline routing + BUAF applied to inbound leads | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-012,90-Day task | Lead discovery & enrichment | [Intg] [V2-flag] Social listening + inbound DM capture → lead signals | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,PLAN-M3-013,90-Day task | Qualification | [AI] BUAF scorer (Budget / Urgency / Access / Fit; all four = Hot; Hot/Warm/Cool/Cold tiers) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-014,90-Day task | Qualification | [BE] BUAF gate: a lead that fails does not advance to outreach | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-015,"90-Day task | Qualification | [AI] On-voice outreach drafting (voice corpus + per-register anchors), email + LinkedIn | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-016,90-Day task | Qualification | [BE] Per-channel approval queue + kill switch; external send human-in-the-loop (graduated autonomy) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-017,90-Day task | Qualification | [Intg] Gmail send + reply detection; LinkedIn send via real-Chrome/CDP (survives anti-bot) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-018,"90-Day task | Qualification | [AI] Reply-intent classification → review queue (intent, confidence, suggested next action) | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-019,"90-Day task | Qualification | [AI] Intelligence graph (intel_*): who-knows-whom, decision-makers, signals, win/loss memory | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-020,90-Day task | Qualification | [AI] [V2-flag] Automated daily research / lead discovery + the self-evolution learning loop | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,PLAN-M3-021,"90-Day task | Pricing & close — the Quote Builder | [BE] Quote Builder = pricing source of truth: rate-card catalogue (50+ roles, 80+ retainer scope blocks), AED, Xero acct 200, VA",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-022,90-Day task | Pricing & close — the Quote Builder | [BE] 25% margin floor (hard stop) / 40% target; margin = client price − internal cost | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-023,90-Day task | Pricing & close — the Quote Builder | [BE] Discount tiers (0–10% AM / 10–20% MD / >20% partner); 15% vendor handling fee; 10% estimation contingency | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-024,"90-Day task | Pricing & close — the Quote Builder | [BE] 3 commercial modes: Project (50/25/25) · Retainer (min 1 yr) · Lean Package (fixed, margin pre-validated) | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-025,90-Day task | Pricing & close — the Quote Builder | [BE] Workbook-as-source-of-truth (numbers never entered outside the costing model) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-026,90-Day task | Won → onboarding bridge | [BE] Won Deal Handover Pack (terminal state) → fires client + Invoice #1 + onboarding seams | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-027,90-Day task | Won → onboarding bridge | [BE] 7-phase T-scheduled onboarding + RACI on every step + renewal reminders (130/110/90) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-028,90-Day task | Won → onboarding bridge | [BE] Immersion Questionnaire (Form 3) → Immersion→Strategy seam | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-029,"90-Day task | Testing | [QA] Gate tests: BUAF, verified-email, margin-floor + partner override, discount authority, no-double-send on outreach | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-030,90-Day task | Acceptance demo (M3) | An inbound lead lands via a landing page → BUAF → enters the pipeline; a cold lead gets a nurture drip and re-engages | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-031,90-Day task | Acceptance demo (M3) | A lead → BUAF Hot → verified-email passes → on-voice draft queued → approve → sent; the reply is classified | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-032,90-Day task | Acceptance demo (M3) | Price a scope → margin gate blocks a below-floor quote until a partner overrides → Won fires the Handover Pack → onboarding spawns | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,PLAN-M3-033,"90-Day task | Acceptance demo (M3) | M3 accepted → $1,500 | None",,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,E4-S1,Original story | Commercial Engine | Each transition has an OS-enforced entry/exit condition; Close branches to Won/Lost. | 8-state deal machine (Discover → Qualify → Engage → Scop,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S2,Original story | Commercial Engine | Lead failing BUAF does not advance to Engage; bad-fit dies before outreach. Cites §1. | GATE GATE — BUAF qualification (all four = Hot; No-Go p,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S3,"Original story | Commercial Engine | Unverified contact → no external send. Cites §1 + E0-S4 export. | GATE GATE — verified-email (Apollo → Hunter.io waterfall, hard block)",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S4,"Original story | Commercial Engine | Off-voice copy blocked before send; human-in-the-loop, nothing self-certifies a send. | GATE GATE — voice rules on outreach copy (no em-dashes,",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S5,"Original story | Commercial Engine | Quote Builder prices a deal; syncs to Xero acct 200, VAT 5%, AED; no USD layer. | Quote Builder — single pricing source of truth (Row Net = Qty",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S6,"Original story | Commercial Engine | Below-floor quote (hard mode) blocked until partner override; setting is partner-set, not hardcoded. Cites §1. | GATE GATE — margin floor (TARG",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S7,Original story | Commercial Engine | Discount above an approver's tier escalates to the right authority. | GATE GATE — discount authority tiers (0–10% AM · 10–20% MD · >20% partner,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S8,"Original story | Commercial Engine | Fee applied to pass-through vendor cost; deviation without sign-off blocked. | GATE GATE — vendor handling fee (20% standard, deviation needs s",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S9,"Original story | Commercial Engine | Each discovered company → record with sector, ICP-fit, lane, evidence, stage. | Acquisition lanes routing into Discover (industry scanning · Ap",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S10,"Original story | Commercial Engine | Lost transition requires a reason; postponed/on-hold tracked separately. | Win/loss capture (required Lost-reason, 6-driver taxonomy; postponed",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E4-S11,Original story | Commercial Engine | Payload: client · signed scope/SOW · rate-card lines · contract value · retainer/project · start date · approvers · lane. Fires Sale→Kickoff + ,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S1,"Original story | Onboarding + Immersion | Signing a scope spawns every step's RACI, dates, and template. | Scope signed → spawn the full 7-phase T-scheduled plan (T-32 → T+93) with",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S2,Original story | Onboarding + Immersion | Each phase blocked until its gate sign-off is captured in writing. | GATE GATE — phase sign-off gates (no phase advances without its named,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S3,Original story | Onboarding + Immersion | A 4th client revision round blocks pending a scope call. | GATE GATE — revision boundary (v1 + 3 client rounds; 4th requires a scope call),,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S4,Original story | Onboarding + Immersion | Renewal reminders fire at 130/110/90 to the right recipients (pg-boss timers). | GATE GATE — renewal discipline (130-day reminder at close,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S5,"Original story | Onboarding + Immersion | SWOT, USP, core audience, social accounts, competitors, objective priority, brand assets, approvers captured; feeds Immersion→Strategy sea",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S6,"Original story | Onboarding + Immersion | Invoice #1 + 3 logs created at P0. | P0 Finance hooks — Invoice #1 + 3 financial logs (Revenue Forecast, Hiring Budget, Retainer Scopes)",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S7,Original story | Onboarding + Immersion | Drive folder + scope tracker created from blueprint on scope-sign. | Template library wiring (60+ items) + Drive folder scaffold (01-Admin,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,E5-S8,Original story | Onboarding + Immersion | Client/tool access issued under org identity at the right phase. | Keeper access provisioning per onboarding step,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,crm.workspace,Feature | CRM | CRM | CRM,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M3 Acceptance,research.competitors,Feature | Research | Competitor research | Competitor research,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M3 Acceptance,leadgen.pipeline,Feature | Sales | Lead generation pipeline | Lead generation pipeline,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,M4-GATE-001,"Acceptance demo | Milestone gate | T-48h, DoR and Creative QC gates block correctly; three-week capacity works; the approved task-record migration is reconciled. | Client Month-1 r",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-01,"System | Complete system | P0→P6 rhythm, availability and T-48h shoot gate work from live data | Client Month-1",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-02,"System | Complete system | The 11-state machine, Maher QC, revisions, brand checks and client present gate work | Creative production",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-03,"System | Complete system | DoR, Form 2, three-week capacity, bottleneck and delivery board use live data | Traffic and capacity",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-04,"System | Complete system | One canonical project/task graph powers My Tasks, projects, company roll-up and notifications | Native Work",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-05,"System | Complete system | Approved task source is imported, reconciled and cut over without data loss | Migration",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-SYS-06,System | Complete system | Prompt-to-visual provider round trip returns versioned assets into approval | Creative Hub change,,SKIP_LLM,LLM acceptance deferred,Y,
M4 Acceptance,M4-TOOL-001,Tool / integration | External boundary | Primary project/task system | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-TOOL-002,Tool / integration | External boundary | Read-only migration source then retire | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-TOOL-003,Tool / integration | External boundary | Original task record from SOW | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,M4-TOOL-004,Tool / integration | External boundary | Creative assets | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-TOOL-005,Tool / integration | External boundary | Capacity availability | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-TOOL-006,Tool / integration | External boundary | Added prompt/design handoff | None,,SKIP_LLM,LLM acceptance deferred,Y,
M4 Acceptance,M4-TOOL-007,Tool / integration | External boundary | Plan-expansion client marketing | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,M4-ROUTE-001,Live route | Frontend / routing | Authenticated production route behaves correctly: Projects and tasks | Projects and tasks,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-002,Live route | Frontend / routing | Authenticated production route behaves correctly: My Tasks | My Tasks,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-003,Live route | Frontend / routing | Authenticated production route behaves correctly: Inbox | Inbox,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-004,Live route | Frontend / routing | Authenticated production route behaves correctly: Work search | Work search,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-005,Live route | Frontend / routing | Authenticated production route behaves correctly: Planning | Planning,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-006,Live route | Frontend / routing | Authenticated production route behaves correctly: Workflows | Workflows,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-007,Live route | Frontend / routing | Authenticated production route behaves correctly: Messages | Messages,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-008,Live route | Frontend / routing | Authenticated production route behaves correctly: Work admin | Work admin,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-009,Live route | Frontend / routing | Authenticated production route behaves correctly: Delivery board | Delivery board,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-010,Live route | Frontend / routing | Authenticated production route behaves correctly: Creative QC | Creative QC,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-011,Live route | Frontend / routing | Authenticated production route behaves correctly: Traffic/DoR | Traffic/DoR,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-012,Live route | Frontend / routing | Authenticated production route behaves correctly: Client Month-1 rhythm | Client Month-1 rhythm,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-013,Live route | Frontend / routing | Authenticated production route behaves correctly: Staff client preview | Staff client preview,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-ROUTE-014,Live route | Frontend / routing | Authenticated production route behaves correctly: Asana migration | Asana migration,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-API-001,API / event | Backend contract | Native Work API | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-API-002,API / event | Backend contract | Asana events | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,M4-API-003,"API / event | Backend contract | Creative, Traffic and delivery procedures | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-001,"90-Day task | Brand system (single source of truth) | [BE] Brand-token store: one canonical source → generated mirror (no hand-synced drift); ochre #E47300, ink, paper, Integral CF",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-002,90-Day task | Brand system (single source of truth) | [BE] Reconcile the stale brand hex/values to the single canonical set on migration | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-003,90-Day task | Brand system (single source of truth) | [BE/AI] Format-agnostic branded-deliverable engine: from a priced scope + the brand system → the on-brand Commercial Proposal ,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,PLAN-M4-004,90-Day task | Brand system (single source of truth) | [BE] Re-platform the render layer (PPTX / HTML / DOCX engines) as brand-driven generators | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,PLAN-M4-005,90-Day task | Brand system (single source of truth) | [QA] Deterministic visual-diff quality gate (golden-reference regression) before any human review | None,,NOT_RETESTED_DETAIL,Acceptance row without clear status; prod smoke only,N,
M4 Acceptance,PLAN-M4-006,90-Day task | Brand system (single source of truth) | [BE] Confidentiality rule in rendering: client output never shows internal cost basis or the outsourced-partner name | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-007,"90-Day task | Brand system (single source of truth) | [BE] Same engine reused for client reports (Monthly Report, Delivery Report) | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-008,90-Day task | Creative production machine (B2) | [BE] Unified 11-state creative machine (brief → concepts → QA → revisions → ready to post) | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-009,90-Day task | Creative production machine (B2) | [BE] Creative-Director QC gate at state 5 (Maher): approve / reject / rework; blocks non-approved from client | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-010,90-Day task | Creative production machine (B2) | [BE] Revision discipline: v1 + 2 rounds; 4th-version auto-flag to the Design Lead | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-011,90-Day task | Creative production machine (B2) | [FE] Asset QC Queue UI + gate banners + revision counter | None,,PASS_PRIOR_GREEN,Prior green marker in row,N,
M4 Acceptance,PLAN-M4-012,"90-Day task | Creative production machine (B2) | [BE] DAM as the creative asset library: versioning, signed URLs, brand-checklist on upload | None",,PASS_PRIOR_GREEN,Prior green marker in row,N,
